views,comments,freq,month-year,moving-avg-views,piecewise-views,moving-avg-comments,piecewise-comments,moving-avg-freq,piecewise-freq
0,0,0,2008-01-01,0.0,1.1364581717561179e-10,0.0,-3.945887933590765e-05,0.0,-0.001959669685552332
0,0,0,2008-02-01,0.0,1.123393067202329e-10,0.0,-3.6048865305028196e-05,0.0,-0.0017893210894533644
0,0,0,2008-03-01,0.0,1.1103279626485402e-10,0.0,-3.263885127414874e-05,0.0,-0.0016189724933543966
0,0,0,2008-04-01,0.0,1.0972628580947513e-10,0.0,-2.9228837243269287e-05,0.0,-0.0014486238972554288
0,0,0,2008-05-01,0.0,1.0841977535409625e-10,0.0,-2.5818823212389832e-05,0.0,-0.001278275301156461
0,0,0,2008-06-01,0.0,1.0711326489871737e-10,0.0,-2.2408809181510378e-05,0.0,-0.0011079267050574933
0,0,0,2008-07-01,0.0,1.0580675444333848e-10,0.0,-1.8998795150630923e-05,0.0,-0.0009375781089585255
0,0,0,2008-08-01,0.0,1.045002439879596e-10,0.0,-1.558878111975147e-05,0.0,-0.0007672295128595577
0,0,0,2008-09-01,0.0,1.0319373353258071e-10,0.0,-1.2178767088872014e-05,0.0,-0.0005968809167605899
0,0,0,2008-10-01,0.0,1.0188722307720183e-10,0.0,-8.76875305799256e-06,0.0,-0.0004265323206616221
0,0,0,2008-11-01,0.0,1.0058071262182294e-10,0.0,-5.3587390271131046e-06,0.0,-0.00025618372456265434
0,0,0,2008-12-01,0.0,9.927420216644406e-11,0.0,-1.94872499623365e-06,0.0,-8.583512846368655e-05
0,0,0,2009-01-01,0.0,9.796769171106518e-11,0.0,1.4612890346458047e-06,0.0,8.451346763528123e-05
0,0,0,2009-02-01,0.0,9.666118125568629e-11,0.0,4.871303065525259e-06,0.0,0.000254862063734249
0,0,0,2009-03-01,0.0,9.535467080030741e-11,0.0,8.281317096404714e-06,0.0,0.0004252106598332168
0,0,0,2009-04-01,0.0,9.404816034492852e-11,0.0,1.1691331127284169e-05,0.0,0.0005955592559321846
0,0,0,2009-05-01,0.0,9.274164988954964e-11,0.0,1.5101345158163623e-05,0.0,0.0007659078520311524
0,0,0,2009-06-01,0.0,9.143513943417076e-11,0.0,1.8511359189043078e-05,0.0,0.0009362564481301201
0,0,0,2009-07-01,0.0,9.012862897879187e-11,0.0,2.1921373219922533e-05,0.0,0.001106605044229088
0,0,0,2009-08-01,0.0,8.882211852341299e-11,0.0,2.5331387250801987e-05,0.0,0.0012769536403280557
0,0,0,2009-09-01,0.0,8.75156080680341e-11,0.0,2.8741401281681442e-05,0.0,0.0014473022364270235
0,0,0,2009-10-01,0.0,8.620909761265522e-11,0.0,3.2151415312560897e-05,0.0,0.0016176508325259913
0,0,0,2009-11-01,0.0,8.490258715727633e-11,0.0,3.556142934344035e-05,0.0,0.001787999428624959
0,0,0,2009-12-01,0.0,8.359607670189745e-11,0.0,3.8971443374319806e-05,0.0,0.001958348024723927
0,0,0,2010-01-01,0.0,8.228956624651857e-11,0.0,4.238145740519926e-05,0.0,0.0021286966208228946
0,0,0,2010-02-01,0.0,8.098305579113968e-11,0.0,4.5791471436078715e-05,0.0,0.0022990452169218624
0,0,0,2010-03-01,0.0,7.96765453357608e-11,0.0,4.920148546695817e-05,0.0,0.00246939381302083
0,0,0,2010-04-01,0.0,7.837003488038191e-11,0.0,5.2611499497837624e-05,0.0,0.002639742409119798
0,0,0,2010-05-01,0.0,7.706352442500303e-11,0.0,5.602151352871708e-05,0.0,0.0028100910052187658
0,0,0,2010-06-01,0.0,7.575701396962414e-11,0.0,5.9431527559596534e-05,0.0,0.0029804396013177335
0,0,0,2010-07-01,0.0,7.445050351424526e-11,0.0,6.284154159047599e-05,0.0,0.0031507881974167013
0,0,0,2010-08-01,0.0,7.314399305886638e-11,0.0,6.625155562135544e-05,0.0,0.003321136793515669
0,0,0,2010-09-01,0.0,7.183748260348749e-11,0.0,6.96615696522349e-05,0.0,0.003491485389614637
0,0,0,2010-10-01,0.0,7.053097214810861e-11,0.0,7.307158368311435e-05,0.0,0.0036618339857136047
0,0,0,2010-11-01,0.0,6.922446169272972e-11,0.0,7.648159771399381e-05,0.0,0.0038321825818125725
0,0,0,2010-12-01,0.0,6.791795123735084e-11,0.0,7.989161174487326e-05,0.0,0.00400253117791154
0,0,0,2011-01-01,0.0,6.661144078197196e-11,0.0,2.0710180655077175,0.0,0.037637644098489145
0,0,0,2011-02-01,0.0,6.530493032659307e-11,0.0,9.042561790909733,0.0,0.10443735658696397
9109,112,1,2011-03-01,2277.25,2227.0026858257443,28.0,16.01410551631175,0.25,0.17123706907543879
0,0,0,2011-04-01,2277.25,2088.1005021246833,28.0,22.98564924171377,0.25,0.23803678156391359
959,10,1,2011-05-01,2517.0,1949.1983184236205,30.5,29.957192967115784,0.5,0.30483649405238844
0,0,0,2011-06-01,2517.0,1810.2961347225582,30.5,36.9287366925178,0.5,0.3716362065408632
2043,9,1,2011-07-01,750.5,1671.3939510214968,4.75,4.75015455162864,0.5,0.43843591902933804
