views,comments,freq,month-year,moving-avg-views,piecewise-views,moving-avg-comments,piecewise-comments,moving-avg-freq,piecewise-freq
0,0,0,2008-01-01,0.0,-1122.7671944836693,0.0,-4.413213210292732,0.0,-0.08240478246385094
0,0,0,2008-02-01,0.0,-1064.3257508922654,0.0,-4.2447454149314,0.0,-0.07778697339173352
0,0,0,2008-03-01,0.0,-1005.8843073008617,0.0,-4.076277619570067,0.0,-0.07316916431961608
0,0,0,2008-04-01,0.0,-947.4428637094579,0.0,-3.9078098242087353,0.0,-0.06855135524749864
0,0,0,2008-05-01,0.0,-889.001420118054,0.0,-3.7393420288474033,0.0,-0.06393354617538122
0,0,0,2008-06-01,0.0,-830.5599765266502,0.0,-3.5708742334860712,0.0,-0.05931573710326379
0,0,0,2008-07-01,0.0,-772.1185329352464,0.0,-3.4024064381247388,0.0,-0.054697928031146356
0,0,0,2008-08-01,0.0,-713.6770893438427,0.0,-3.2339386427634063,0.0,-0.050080118959028926
0,0,0,2008-09-01,0.0,-655.2356457524388,0.0,-3.065470847402074,0.0,-0.045462309886911495
0,0,0,2008-10-01,0.0,-596.794202161035,0.0,-2.897003052040742,0.0,-0.040844500814794064
0,0,0,2008-11-01,0.0,-538.3527585696312,0.0,-2.7285352566794097,0.0,-0.036226691742676634
0,0,0,2008-12-01,0.0,-479.91131497822744,0.0,-2.560067461318077,0.0,-0.0316088826705592
0,0,0,2009-01-01,0.0,-421.46987138682357,0.0,-2.391599665956745,0.0,-0.026991073598441773
0,0,0,2009-02-01,0.0,-363.0284277954197,0.0,-2.223131870595413,0.0,-0.022373264526324342
0,0,0,2009-03-01,0.0,-304.58698420401595,0.0,-2.0546640752340806,0.0,-0.01775545545420691
0,0,0,2009-04-01,0.0,-246.1455406126122,0.0,-1.886196279872748,0.0,-0.013137646382089474
0,0,0,2009-05-01,0.0,-187.70409702120833,0.0,-1.717728484511416,0.0,-0.00851983730997205
0,0,0,2009-06-01,0.0,-129.26265342980446,0.0,-1.549260689150084,0.0,-0.0039020282378546267
0,0,0,2009-07-01,0.0,-70.82120983840059,0.0,-1.3807928937887515,0.0,0.0007157808342628108
0,0,0,2009-08-01,0.0,-12.379766246996951,0.0,-1.212325098427419,0.0,0.005333589906380248
0,0,0,2009-09-01,0.0,46.06167734440692,0.0,-1.043857303066087,0.0,0.009951398978497672
0,0,0,2009-10-01,0.0,104.50312093581078,0.0,-0.8753895077047549,0.0,0.014569208050615096
0,0,0,2009-11-01,0.0,162.94456452721442,0.0,-0.7069217123434224,0.0,0.019187017122732533
0,0,0,2009-12-01,0.0,221.3860081186183,0.0,-0.5384539169820899,0.0,0.02380482619484997
0,0,0,2010-01-01,0.0,279.82745171002216,0.0,-0.36998612162075784,0.0,0.028422635266967394
0,0,0,2010-02-01,0.0,338.268895301426,0.0,-0.20151832625942578,0.0,0.03304044433908482
0,0,0,2010-03-01,0.0,396.7103388928299,0.0,-0.03305053089809373,0.0,0.037658253411202255
0,0,0,2010-04-01,0.0,455.15178248423354,0.0,0.1354172644632392,0.0,0.04227606248331969
0,0,0,2010-05-01,0.0,513.5932260756374,0.0,0.30388505982457126,0.0,0.04689387155543712
0,0,0,2010-06-01,0.0,572.0346696670413,0.0,0.4723528551859033,0.0,0.05151168062755454
0,0,0,2010-07-01,0.0,630.4761132584449,0.0,0.6408206505472362,0.0,0.05612948969967199
0,0,0,2010-08-01,0.0,688.9175568498488,0.0,0.8092884459085683,0.0,0.060747298771789415
0,0,0,2010-09-01,0.0,747.3590004412526,0.0,0.9777562412699004,0.0,0.06536510784390684
0,0,0,2010-10-01,0.0,805.8004440326565,0.0,1.1462240366312324,0.0,0.06998291691602426
0,0,0,2010-11-01,0.0,864.2418876240604,0.0,1.3146918319925645,0.0,0.07460072598814169
0,0,0,2010-12-01,0.0,922.683331215464,0.0,1.4831596273538974,0.0,0.07921853506025914
0,0,0,2011-01-01,0.0,981.1247748068681,0.0,1.6516274227152294,0.0,0.08383634413237656
0,0,0,2011-02-01,0.0,1039.5662183982718,0.0,1.8200952180765615,0.0,0.08845415320449398
0,0,0,2011-03-01,0.0,1098.0076619896754,0.0,1.9885630134378944,0.0,0.09307196227661144
0,0,0,2011-04-01,0.0,1156.4491055810795,0.0,2.1570308087992265,0.0,0.09768977134872886
0,0,0,2011-05-01,0.0,1214.8905491724831,0.0,2.3254986041605585,0.0,0.10230758042084628
0,0,0,2011-06-01,0.0,1273.3319927638868,0.0,2.4939663995218906,0.0,0.10692538949296371
0,0,0,2011-07-01,0.0,1331.7734363552909,0.0,2.6624341948832226,0.0,0.11154319856508113
0,0,0,2011-08-01,0.0,1390.2148799466945,0.0,2.8309019902445556,0.0,0.11616100763719858
0,0,0,2011-09-01,0.0,1448.6563235380981,0.0,2.9993697856058876,0.0,0.120778816709316
0,0,0,2011-10-01,0.0,1507.0977671295022,0.0,3.1678375809672197,0.0,0.12539662578143343
0,0,0,2011-11-01,0.0,1565.5392107209059,0.0,3.3363053763285526,0.0,0.13001443485355088
0,0,0,2011-12-01,0.0,1623.98065431231,0.0,3.5047731716898847,0.0,0.1346322439256683
4000,29,1,2012-01-01,1000.0,1682.4220979037136,7.25,3.6732409670512167,0.25,0.13925005299778573
0,0,0,2012-02-01,1000.0,1740.8635414951173,7.25,3.8417087624125488,0.25,0.14386786206990315
0,0,0,2012-03-01,1000.0,1799.3049850865214,7.25,4.010176557773881,0.25,0.14848567114202058
0,0,0,2012-04-01,1000.0,1857.746428677925,7.25,4.178644353135213,0.25,0.15310348021413803
